nr,company,location_hq,region,usstate,country,continent,laid_off,date_layoffs,percentage,company_size_before_layoffs,company_size_after_layoffs,industry,stage,money_raised_in__mil,year,latitude,longitude
1063,TripleLift,New York City,,New York,USA,North America,100.0,10.02.23,20,500.0,400.0,Marketing,Acquired,16,2023,"40,7127281","-74,0060152"
1064,Moladin,Jakarta,,,Indonesia,Asia,360.0,12.02.23,11,3273.0,2913.0,Transportation,Series B,138,2023,"-6,175247","106,8270488"
1065,Electric,New York City,,New York,USA,North America,141.0,13.02.23,25,564.0,423.0,Other,Series D,212,2023,"40,7127281","-74,0060152"
1066,iRobot,Boston,,Massachusetts,USA,North America,85.0,13.02.23,7,1214.0,1129.0,Consumer,Acquired,30,2023,"42,3554334","-71,060511"
1067,Twilio,San Francisco,San Francisco Bay Area,California,USA,North America,1500.0,13.02.23,17,8824.0,7324.0,Other,Post-IPO,614,2023,"37,7792588","-122,4193286"
1068,Dropp,Berlin,,Berlin,Germany,Europe,60.0,14.02.23,100,60.0,,Retail,Unknown,2,2023,"52,5170365","13,3888599"
1069,DigitalOcean,New York City,,New York,USA,North America,200.0,15.02.23,11,1818.0,1618.0,Infrastructure,Post-IPO,491,2023,"40,7127281","-74,0060152"
1070,Neon,Sao Paulo,,,Brazil,South America,210.0,15.02.23,9,2333.0,2123.0,Finance,Series D,720,2023,"-23,5506507","-46,6333824"
1071,ServiceTitan,Los Angeles,,California,USA,North America,221.0,15.02.23,8,2763.0,2542.0,Sales,Series G,1100,2023,"34,0536909","-118,242766"
1072,Sprinklr,New York City,,New York,USA,North America,100.0,15.02.23,4,2500.0,2400.0,Software Development,Post-IPO,429,2023,"40,7127281","-74,0060152"
1073,Wix,Tel Aviv,,,Israel,Asia,370.0,15.02.23,6,6167.0,5797.0,Marketing,Post-IPO,58,2023,"32,0852997","34,7818064"
1074,DocuSign,San Francisco,San Francisco Bay Area,California,USA,North America,680.0,16.02.23,10,6800.0,6120.0,Sales,Post-IPO,536,2023,"37,7792588","-122,4193286"
1075,Pico Interactive,San Francisco,San Francisco Bay Area,California,USA,North America,400.0,16.02.23,20,2000.0,1600.0,Other,Acquired,62,2023,"37,7792588","-122,4193286"
1076,Smartsheet,Seattle,,Washington,USA,North America,85.0,16.02.23,3,2833.0,2748.0,Other,Post-IPO,152,2023,"47,6038321","-122,330062"
1077,The RealReal,San Francisco,San Francisco Bay Area,California,USA,North America,230.0,16.02.23,7,3286.0,3056.0,Retail,Post-IPO,356,2023,"37,7792588","-122,4193286"
1078,Chipper Cash,San Francisco,San Francisco Bay Area,California,USA,North America,100.0,17.02.23,33,303.0,203.0,Finance,Series C,302,2023,"37,7792588","-122,4193286"
1079,Micron,Boise,,Idaho,USA,North America,2400.0,17.02.23,5,48000.0,45600.0,Hardware,Post-IPO,50,2023,"43,6166163","-116,200886"
1080,Fireblocks,New York City,,New York,USA,North America,30.0,20.02.23,5,600.0,570.0,Crypto,Series E,1000,2023,"40,7127281","-74,0060152"
1081,Kinde,Sydney,,,Australia,Oceana,8.0,20.02.23,28,29.0,21.0,Other,Seed,10,2023,"-33,8698439","151,2082848"
1082,MyGate,Bengaluru,,,India,Asia,200.0,20.02.23,30,667.0,467.0,Other,Series B,79,2023,"12,98815675","77,62260004"
1083,Basis Technologies,Chicago,,Illinois,USA,North America,40.0,21.02.23,4,1000.0,960.0,Marketing,Series B,52,2023,"41,8755616","-87,6244212"
1084,Green Labs,Seoul,,,South Korea,Asia,350.0,21.02.23,70,500.0,150.0,Food,Series C,214,2023,"37,5666791","126,9782914"
1085,Polygon,Bengaluru,,,India,Asia,100.0,21.02.23,20,500.0,400.0,Crypto,Unknown,451,2023,"12,98815675","77,62260004"
1086,OneFootball,Berlin,,Berlin,Germany,Europe,150.0,23.02.23,32,469.0,319.0,Marketing,Series D,442,2023,"52,5170365","13,3888599"
1087,Ericsson,Stockholm,,,Sweden,Europe,8500.0,24.02.23,8,106250.0,97750.0,Other,Post-IPO,663,2023,"59,3251172","18,0710935"
1088,Twitter,San Francisco,San Francisco Bay Area,California,USA,North America,200.0,25.02.23,10,2000.0,1800.0,Consumer,Post-IPO,12900,2023,"37,7792588","-122,4193286"
1089,Amount,Chicago,,Illinois,USA,North America,130.0,27.02.23,25,520.0,390.0,Finance,Unknown,283,2023,"41,8755616","-87,6244212"
1090,Cerebral,Walnut,San Francisco Bay Area,California,USA,North America,285.0,27.02.23,15,1900.0,1615.0,Healthcare,Series C,462,2023,"	37,910076","-122,065186"
1091,Outreach,Seattle,,Washington,USA,North America,70.0,27.02.23,7,1000.0,930.0,Sales,Series G,489,2023,"47,6038321","-122,330062"
1092,Palantir,Denver,,Colorado,USA,North America,75.0,27.02.23,2,3750.0,3675.0,Data,Post-IPO,3000,2023,"39,7392364","-104,984862"
1093,Stytch,San Francisco,San Francisco Bay Area,California,USA,North America,19.0,27.02.23,25,76.0,57.0,Security,Series B,126,2023,"37,7792588","-122,4193286"
1094,Eventbrite,San Francisco,San Francisco Bay Area,California,USA,North America,80.0,28.02.23,8,1000.0,920.0,Consumer,Post-IPO,557,2023,"37,7792588","-122,4193286"
1095,iFood,Sao Paulo,,,Brazil,South America,355.0,01.03.23,6,5917.0,5562.0,Food,Subsidiary,2100,2023,"-23,5506507","-46,6333824"
1096,PayFit,Paris,,,France,Europe,200.0,01.03.23,20,1000.0,800.0,HR,Series E,495,2023,"48,8588897","2,320041022"
1097,Sonder,San Francisco,San Francisco Bay Area,California,USA,North America,100.0,01.03.23,14,714.0,614.0,Travel,Post-IPO,839,2023,"37,7792588","-122,4193286"
1098,Thoughtworks,Chicago,,Illinois,USA,North America,500.0,01.03.23,4,12500.0,12000.0,Other,Post-IPO,748,2023,"41,8755616","-87,6244212"
1099,Waymo,Mountain View,San Francisco Bay Area,California,USA,North America,209.0,01.03.23,8,2613.0,2404.0,Transportation,Subsidiary,5500,2023,"37,3893889","-122,0832101"
1100,CNET,San Francisco,San Francisco Bay Area,California,USA,North America,12.0,02.03.23,10,120.0,108.0,Media,Acquired,20,2023,"37,7792588","-122,4193286"
1101,Fittr,Pune,,,India,Asia,30.0,02.03.23,11,273.0,243.0,Fitness,Series A,13,2023,"18,521428","73,8544541"
1102,Zscaler,San Jose,San Francisco Bay Area,California,USA,North America,177.0,02.03.23,3,5900.0,5723.0,Security,Post-IPO,148,2023,"37,3361663","-121,890591"
1103,Embark Trucks,San Francisco,San Francisco Bay Area,California,USA,North America,230.0,03.03.23,70,329.0,99.0,Transportation,Post-IPO,317,2023,"37,7792588","-122,4193286"
1104,Loft,Sao Paulo,,,Brazil,South America,340.0,03.03.23,15,2267.0,1927.0,Real Estate,Unknown,788,2023,"-23,5506507","-46,6333824"
1105,Atlassian,Sydney,,,Australia,Oceana,500.0,06.03.23,5,10000.0,9500.0,Other,Post-IPO,210,2023,"-33,8698439","151,2082848"
1106,SiriusXM,New York City,,New York,USA,North America,475.0,06.03.23,8,5938.0,5463.0,Media,Post-IPO,525,2023,"40,7127281","-74,0060152"
1107,Pristyn Care,Gurugram,,,India,Asia,300.0,07.03.23,15,2000.0,1700.0,Healthcare,Series E,177,2023,"28,4646148","77,0299194"
1108,Zwift,Los Angeles,,California,USA,North America,80.0,07.03.23,15,533.0,453.0,Fitness,Series C,619,2023,"34,0536909","-118,242766"
1109,Wattpad,Toronto,,,Canada,North America,42.0,08.03.23,15,280.0,238.0,Media,Acquired,117,2023,"43,6534817","-79,3839347"
1110,Gopuff,Philadelphia,,Pennsylvania,USA,North America,100.0,09.03.23,2,5000.0,4900.0,Food,Series H,3400,2023,"39,9527237","-75,1635262"
1111,Xero,Wellington,,,New Zealand,Oceana,800.0,09.03.23,15,5333.0,4533.0,Finance,Post-IPO,681,2023,"-41,2887953","174,7772114"
1112,Anchorage Digital,San Francisco,San Francisco Bay Area,California,USA,North America,75.0,14.03.23,20,375.0,300.0,Crypto,Series D,487,2023,"37,7792588","-122,4193286"
1113,Avidbots,Kitchener,,,Canada,North America,50.0,14.03.23,14,357.0,307.0,Hardware,Series C,106,2023,"43,451291","-80,4927815"
1114,Fetch,Madison,,Wisconsin,USA,North America,100.0,14.03.23,10,1000.0,900.0,Retail,Series E,581,2023,"43,074761","-89,3837613"
1115,Kaleidoscope,Minneapolis,,Minnesota,USA,North America,15.0,14.03.23,30,50.0,35.0,Finance,Series A,16,2023,"44,9772995","-93,2654692"
1116,Meta,Menlo Park,San Francisco Bay Area,California,USA,North America,10000.0,14.03.23,"13,6",73615.0,63615.0,Consumer,Post-IPO,26000,2023,"37,4519671","-122,177992"
1117,Boxed,New York City,,New York,USA,North America,32.0,15.03.23,25,128.0,96.0,Retail,Post-IPO,365,2023,"40,7127281","-74,0060152"
1118,Dukaan,Bengaluru,,,India,Asia,56.0,15.03.23,30,187.0,131.0,Retail,Series A,17,2023,"12,98815675","77,62260004"
1119,TradeWindow,Auckland,,,New Zealand,Oceana,25.0,15.03.23,30,83.0,58.0,Finance,Series B,24,2023,"-36,852095","174,7631803"
1120,Course Hero,Redwood City,San Francisco Bay Area,California,USA,North America,42.0,16.03.23,15,280.0,238.0,Education,Series C,477,2023,"37,4863239","-122,232523"
1121,Freshworks,San Mateo,San Francisco Bay Area,California,USA,North America,114.0,16.03.23,2,5700.0,5586.0,Support,Post-IPO,484,2023,"37,496904","-122,3330573"
1122,Leafly,Seattle,,Washington,USA,North America,40.0,16.03.23,21,190.0,150.0,Retail,Post-IPO,71,2023,"47,6038321","-122,330062"
1123,Livspace,Bengaluru,,,India,Asia,100.0,17.03.23,2,5000.0,4900.0,Retail,Series F,431,2023,"12,98815675","77,62260004"
1124,Symend,Calgary,,,Canada,North America,50.0,17.03.23,25,200.0,150.0,Other,Series C,148,2023,"51,0456064","-114,057541"
1125,Amazon,Seattle,,Washington,USA,North America,9000.0,20.03.23,"2,3",392000.0,383000.0,Retail,Post-IPO,108,2023,"47,6038321","-122,330062"
1126,FreshBooks,Toronto,,,Canada,North America,80.0,21.03.23,10,800.0,720.0,Finance,Unknown,331,2023,"43,6534817","-79,3839347"
1127,Smallcase,Bengaluru,,,India,Asia,15.0,21.03.23,4,375.0,360.0,Finance,Series C,62,2023,"12,98815675","77,62260004"
1128,Workhuman,Dublin,,,Ireland,Europe,130.0,21.03.23,10,1300.0,1170.0,HR,Unknown,131,2023,"53,3493795","-6,2605593"
1129,Glassdoor,San Francisco,San Francisco Bay Area,California,USA,North America,140.0,22.03.23,15,933.0,793.0,HR,Acquired,204,2023,"37,7792588","-122,4193286"
1130,Indeed,Austin,,Texas,USA,North America,2200.0,22.03.23,15,14667.0,12467.0,HR,Acquired,5,2023,"30,2711286","-97,7436995"
1131,Wejo,Chester,,,UK,Europe,40.0,22.03.23,16,250.0,210.0,Transportation,Post-IPO,376,2023,"53,1908873","-2,8908955"
1132,Slite,Paris,,,France,Europe,10.0,23.03.23,25,40.0,30.0,Other,Series A,15,2023,"48,8588897","2,320041022"
1133,AEye,San Francisco,San Francisco Bay Area,California,USA,North America,46.0,28.03.23,33,139.0,93.0,Transportation,Post-IPO,314,2023,"37,7792588","-122,4193286"
1134,Lucid Motors,Newark,San Francisco Bay Area,California,USA,North America,1300.0,28.03.23,18,7222.0,5922.0,Transportation,Post-IPO,8300,2023,"37,52966","-122,04024"
1135,Electronic Arts,Redwood City,San Francisco Bay Area,California,USA,North America,780.0,29.03.23,6,13000.0,12220.0,Consumer,Post-IPO,2,2023,"37,4863239","-122,232523"
1136,iCAD,Nashua,,New Hampshire,USA,North America,23.0,29.03.23,28,82.0,59.0,Healthcare,Post-IPO,59,2023,"42,7656251","-71,4677032"
1137,Crossbeam,Philadelphia,,Pennsylvania,USA,North America,17.0,30.03.23,15,113.0,96.0,Sales,Series C,116,2023,"39,9527237","-75,1635262"
1138,FanClash,Gurugram,,,India,Asia,100.0,30.03.23,75,133.0,33.0,Consumer,Series B,50,2023,"28,4646148","77,0299194"
1139,Loop,Austin,,Texas,USA,North America,19.0,30.03.23,25,76.0,57.0,Finance,Series A,24,2023,"30,2711286","-97,7436995"
1140,Roku,San Jose,San Francisco Bay Area,California,USA,North America,200.0,30.03.23,6,3333.0,3133.0,Media,Post-IPO,208,2023,"37,3361663","-121,890591"
1141,Domestika,Madrid,,,Spain,Europe,89.0,31.03.23,45,198.0,109.0,Education,Series D,130,2023,"40,4167047","-3,7035825"
1142,Guideline,Burlingame,San Francisco Bay Area,California,USA,North America,48.0,03.04.23,11,436.0,388.0,Finance,Series E,339,2023,"37,5780965","-122,3473099"
1143,Textio,Seattle,,Washington,USA,North America,15.0,03.04.23,12,125.0,110.0,HR,Unknown,42,2023,"47,6038321","-122,330062"
1144,View,Mountain View,San Francisco Bay Area,California,USA,North America,170.0,03.04.23,23,739.0,569.0,Other,Post-IPO,2300,2023,"37,3893889","-122,0832101"
1145,Boost,New York City,,New York,USA,North America,15.0,04.04.23,20,75.0,60.0,Finance,Series B,37,2023,"40,7127281","-74,0060152"
1146,Amplitude,Milpitas,San Francisco Bay Area,California,USA,North America,99.0,05.04.23,13,762.0,663.0,Data,Post-IPO,311,2023,"37,4332273","-121,8989248"
1147,Dunzo,Bengaluru,,,India,Asia,300.0,05.04.23,30,1000.0,700.0,Food,Unknown,382,2023,"12,98815675","77,62260004"
1148,Talent.com,Montreal,,,Canada,North America,86.0,05.04.23,18,478.0,392.0,HR,Series B,150,2023,"45,5031824","-73,5698065"
1149,Pear Therapeutics,Boston,,Massachusetts,USA,North America,170.0,07.04.23,92,185.0,15.0,Healthcare,Post-IPO,409,2023,"42,3554334","-71,060511"
1150,ZestMoney,Bengaluru,,,India,Asia,100.0,07.04.23,20,500.0,400.0,Finance,Series C,120,2023,"12,98815675","77,62260004"
1151,Simpl,Bengaluru,,,India,Asia,150.0,09.04.23,25,600.0,450.0,Finance,Series B,71,2023,"12,98815675","77,62260004"
1152,Flock Freight,San Diego,,California,USA,North America,45.0,10.04.23,8,563.0,518.0,Logistics,Series D,399,2023,"32,7174202","-117,162772"
1153,Nori,Seattle,,Washington,USA,North America,10.0,10.04.23,37,27.0,17.0,Energy,Unknown,13,2023,"47,6038321","-122,330062"
1154,Examedi,Santiago,,,Chile,South America,45.0,11.04.23,25,180.0,135.0,Healthcare,Unknown,19,2023,"-33,4377756","-70,6504502"
1155,Milkrun,Sydney,,,Australia,Oceana,400.0,11.04.23,100,400.0,,Food,Series A,86,2023,"-33,8698439","151,2082848"
1156,Permutive,London,,,UK,Europe,80.0,11.04.23,40,200.0,120.0,Marketing,Series C,105,2023,"51,4893335","-0,144055085"
1157,Redfin,Seattle,,Washington,USA,North America,201.0,11.04.23,4,5025.0,4824.0,Real Estate,Post-IPO,320,2023,"47,6038321","-122,330062"
1158,Viasat,San Diego,,California,USA,North America,300.0,12.04.23,4,7500.0,7200.0,Other,Post-IPO,366,2023,"32,7174202","-117,162772"
1159,Astronomer,Cincinnati,,Ohio,USA,North America,100.0,13.04.23,40,250.0,150.0,Data,Series C,282,2023,"39,1014537","-84,5124602"
1160,Community Gaming,New York City,,New York,USA,North America,17.0,14.04.23,17,100.0,83.0,Crypto,Series A,18,2023,"40,7127281","-74,0060152"
1161,Drip Capital,Palo Alto,San Francisco Bay Area,California,USA,North America,75.0,14.04.23,20,375.0,300.0,Finance,Series C,85,2023,"37,4443293","-122,1598465"
1162,Clearcover,Chicago,,Illinois,USA,North America,81.0,17.04.23,15,540.0,459.0,Finance,Series D,304,2023,"41,8755616","-87,6244212"
1163,Paper,Montreal,,,Canada,North America,81.0,17.04.23,3,2700.0,2619.0,Education,Series D,389,2023,"45,5031824","-73,5698065"
1164,Ynsect,Paris,,,France,Europe,17.0,17.04.23,25,68.0,51.0,Food,Series D,579,2023,"48,8588897","2,320041022"
1165,Culture Amp,Melbourne,,,Australia,Oceana,90.0,18.04.23,9,1000.0,910.0,HR,Series F,257,2023,"-37,8142454","144,9631732"
1166,Opendoor,San Francisco,San Francisco Bay Area,California,USA,North America,560.0,18.04.23,22,2545.0,1985.0,Real Estate,Post-IPO,1900,2023,"37,7792588","-122,4193286"
1167,TRM Labs,San Francisco,San Francisco Bay Area,California,USA,North America,16.0,18.04.23,9,178.0,162.0,Crypto,Series B,149,2023,"37,7792588","-122,4193286"
1168,WalkMe,San Francisco,San Francisco Bay Area,California,USA,North America,112.0,19.04.23,10,1120.0,1008.0,Other,Post-IPO,307,2023,"37,7792588","-122,4193286"
1169,BuzzFeed,New York City,,New York,USA,North America,180.0,20.04.23,15,1200.0,1020.0,Media,Post-IPO,696,2023,"40,7127281","-74,0060152"
1170,Gloat,New York City,,New York,USA,North America,35.0,20.04.23,12,292.0,257.0,HR,Series D,192,2023,"40,7127281","-74,0060152"
1171,Koo,Bengaluru,,,India,Asia,78.0,20.04.23,30,260.0,182.0,Consumer,Series B,50,2023,"12,98815675","77,62260004"
1172,Benchling,San Francisco,San Francisco Bay Area,California,USA,North America,74.0,21.04.23,9,822.0,748.0,Other,Series F,411,2023,"37,7792588","-122,4193286"
1173,Lyft,San Francisco,San Francisco Bay Area,California,USA,North America,1072.0,21.04.23,26,4123.0,3051.0,Transportation,Post-IPO,4900,2023,"37,7792588","-122,4193286"
1174,BigPanda,Redwood City,San Francisco Bay Area,California,USA,North America,40.0,24.04.23,13,308.0,268.0,Infrastructure,Series E,337,2023,"37,4863239","-122,232523"
1175,Flink,Berlin,,Berlin,Germany,Europe,8000.0,24.04.23,40,20000.0,12000.0,Food,Series B,1000,2023,"52,5170365","13,3888599"
1176,Rapid,San Francisco,San Francisco Bay Area,California,USA,North America,115.0,25.04.23,50,230.0,115.0,Finance,Series D,272,2023,"37,7792588","-122,4193286"
1177,Rapid,San Francisco,San Francisco Bay Area,California,USA,North America,70.0,25.04.23,30,233.0,163.0,Finance,Series D,272,2023,"37,7792588","-122,4193286"
1178,Teampay,New York City,,New York,USA,North America,30.0,26.04.23,33,91.0,61.0,Finance,Series B,79,2023,"40,7127281","-74,0060152"
1179,Airtasker,Sydney,,,Australia,Oceana,45.0,27.04.23,20,225.0,180.0,Retail,Series C,26,2023,"-33,8698439","151,2082848"
1180,Alteryx,Los Angeles,,California,USA,North America,320.0,27.04.23,11,2909.0,2589.0,Data,Post-IPO,613,2023,"34,0536909","-118,242766"
1181,Chief,New York City,,New York,USA,North America,43.0,27.04.23,14,307.0,264.0,Other,Series B,140,2023,"40,7127281","-74,0060152"
1182,Dropbox,San Francisco,San Francisco Bay Area,California,USA,North America,500.0,27.04.23,16,3125.0,2625.0,Other,Post-IPO,1700,2023,"37,7792588","-122,4193286"
1183,Greenhouse,New York City,,New York,USA,North America,100.0,27.04.23,12,833.0,733.0,HR,Private Equity,110,2023,"40,7127281","-74,0060152"
1184,Megaport,Brisbane,,,Australia,Oceana,50.0,27.04.23,16,313.0,263.0,Infrastructure,Post-IPO,98,2023,"-27,4689682","153,0234991"
1185,Tickertape,Bengaluru,,,India,Asia,29.0,27.04.23,29,100.0,71.0,Finance,Seed,5,2023,"12,98815675","77,62260004"
1186,Vroom,New York City,,New York,USA,North America,120.0,27.04.23,11,1091.0,971.0,Transportation,Post-IPO,1300,2023,"40,7127281","-74,0060152"
1187,Cue Health,San Diego,,California,USA,North America,326.0,28.04.23,30,1087.0,761.0,Healthcare,Post-IPO,899,2023,"32,7174202","-117,162772"
1188,N26,Berlin,,Berlin,Germany,Europe,71.0,28.04.23,4,1775.0,1704.0,Finance,Series E,1700,2023,"52,5170365","13,3888599"
1189,Bishop Fox,Phoenix,,Arizona,USA,North America,50.0,02.05.23,13,385.0,335.0,Security,Series B,146,2023,"33,4484367","-112,074141"
1190,Zoomo,Sydney,,,Australia,Oceana,27.0,02.05.23,8,338.0,311.0,Transportation,Series B,105,2023,"-33,8698439","151,2082848"
1191,Brightcove,Boston,,Massachusetts,USA,North America,70.0,03.05.23,10,700.0,630.0,Marketing,Post-IPO,145,2023,"42,3554334","-71,060511"
1192,Healthy.io,Tel Aviv,,,Israel,Asia,70.0,03.05.23,33,212.0,142.0,Healthcare,Series D,185,2023,"32,0852997","34,7818064"
1193,TheSkimm,New York City,,New York,USA,North America,22.0,03.05.23,13,169.0,147.0,Media,Series C,28,2023,"40,7127281","-74,0060152"
1194,Unity,San Francisco,San Francisco Bay Area,California,USA,North America,600.0,03.05.23,8,7500.0,6900.0,Other,Post-IPO,1300,2023,"37,7792588","-122,4193286"
1195,Upwork,San Francisco,San Francisco Bay Area,California,USA,North America,137.0,03.05.23,15,913.0,776.0,Other,Post-IPO,168,2023,"37,7792588","-122,4193286"
1196,Autograph,Los Angeles,,California,USA,North America,30.0,04.05.23,33,91.0,61.0,Crypto,Series B,205,2023,"34,0536909","-118,242766"
1197,Earnix,Tel Aviv,,,Israel,Asia,30.0,04.05.23,10,300.0,270.0,Finance,Unknown,100,2023,"32,0852997","34,7818064"
1198,Karma,Tel Aviv,,,Israel,Asia,20.0,04.05.23,28,71.0,51.0,Retail,Series A,34,2023,"32,0852997","34,7818064"
1199,Sabre,Dallas,,Texas,USA,North America,1100.0,04.05.23,15,7333.0,6233.0,Travel,Post-IPO,,2023,"32,7762719","-96,7968559"
1200,Shopify,Ottawa,,,Canada,North America,2300.0,04.05.23,20,11500.0,9200.0,Retail,Post-IPO,122,2023,"45,4208777","-75,6901106"
1201,Meesho,Bengaluru,,,India,Asia,251.0,05.05.23,15,1673.0,1422.0,Retail,Series F,1100,2023,"12,98815675","77,62260004"
1202,Twist Bioscience,San Francisco,San Francisco Bay Area,California,USA,North America,270.0,05.05.23,25,1080.0,810.0,Healthcare,Post-IPO,503,2023,"37,7792588","-122,4193286"
1203,LinkedIn,Sunnyvale,San Francisco Bay Area,California,USA,North America,716.0,08.05.23,4,17900.0,17184.0,HR,Acquired,154,2023,"37,3688301","-122,036349"
1204,Akamai,Boston,,Massachusetts,USA,North America,290.0,09.05.23,3,9667.0,9377.0,Security,Post-IPO,35,2023,"42,3554334","-71,060511"
1205,AudioCodes,Tel Aviv,,,Israel,Asia,80.0,09.05.23,6,1333.0,1253.0,Other,Post-IPO,91,2023,"32,0852997","34,7818064"
1206,Sonatype,Baltimore,,Maryland,USA,North America,100.0,09.05.23,14,714.0,614.0,Security,Acquired,154,2023,"39,2908816","-76,610759"
1207,Redbubble,Melbourne,,,Australia,Oceana,70.0,10.05.23,23,304.0,234.0,Retail,Post-IPO,55,2023,"-37,8142454","144,9631732"
